"Department","Department_Name","Division","Gender","Base Salary","Overtime Pay","Longevity Pay","Grade"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$107,198","$6,086.56","1,443.2","D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$7,256.36",,"D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$94,363","$7,635.9",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$7,119.62","3,390.56","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$12,176.58",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$554.18","5,380.31","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$97,606","$1,061.23",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$14,925.06","6,478.46","D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$90,522","$1,559.03",,"D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$82,446","$919.29",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$93,632","$118.52",,"D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$82,446","$974.41",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$79,716","$855.99",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$79,716","$1,296.94",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$72,062","$8,745.24",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$82,446","$5,935.59",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$82,446","$8,180.39",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$72,062","$1,033.93",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$74,527","$22,199.33",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$74,527","$7,675.63",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$103,630","$74.83",,"D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$91,232","$882.6",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$95,922",,"1,446.08","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$94,363","$409.36",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$9,417.75","3,493.6","D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$79,716","$220.26",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$117,759","$2,215.71","7,121.44","D2"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$10,320.16","3,725.44","D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$91,232",,,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$12,286.37","5,894.5","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$133,834.68",,"3,072.29","D3"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$97,606","$365.36","3,390.56","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$9,461.4","4,578.8","D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","F","$97,606","$2,574.69","3,390.56","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606",,"1,708.72","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$117,759","$9,621.12",,"D2"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$8,338.12","5,894.5","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$463.91",,"D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$1.98","1,577.28","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198","$13,531.27",,"D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$1,637.01","4,967.21","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$107,198",,"4,276.03","D1"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$94,363",,,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$3,985.65","5,391.74","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$91,232","$1,755.32",,"G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$97,606","$1,807.65","2,923.61","G4"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$67,999","$196.18",,"G4"
"SHF","Sheriff's Office","SHF 48 Civil, Child Support and Criminal Divison","M","$141,871",,"8,589.14","D3"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$69,683","$1,495.77",,"G4"
"SHF","Sheriff's Office","SHF 48 Civil Process","F","$46,796.3",,,"13"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$63,082","$6,171.04",,"G3"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$107,198","$1,040.22","3,725.44","D1"
"SHF","Sheriff's Office","SHF 48 Civil Process","F","$107,198","$4,695.14",,"D1"
"SHF","Sheriff's Office","SHF 48 Civil Process","F","$61,197.26","$17.61",,"13"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$21,651.2",,,"N5"
"SHF","Sheriff's Office","SHF 48 Civil Process","F","$77,075","$1,391.38",,"G4"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$74,527","$3,586.45",,"G4"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$97,606","$3,414.41","1,577.28","G4"
"SHF","Sheriff's Office","SHF 48 Civil Process","F","$117,759","$9,219.82","7,121.44","D2"
"SHF","Sheriff's Office","SHF 48 Civil Process","F","$72,210.22","$4,094.12",,"16"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$72,062","$2,124.73",,"G4"
"SHF","Sheriff's Office","SHF 48 Civil Process","M","$46,796.3",,,"13"
"SHF","Sheriff's Office","SHF 48 Child Support","M","$97,606","$2,616.5",,"G4"
"SHF","Sheriff's Office","SHF 48 Child Support","M","$97,606","$1,879.78","3,390.56","G4"
"SHF","Sheriff's Office","SHF 48 Child Support","F","$107,198","$1,600.29","3,725.44","D1"
"SHF","Sheriff's Office","SHF 48 Child Support","M","$97,606","$5,619.07",,"G4"
"SHF","Sheriff's Office","SHF 48 Child Support","F","$65,109",,"3,919.52","13"
"SHF","Sheriff's Office","SHF 48 Child Support","M","$72,062",,,"G4"
"SHF","Sheriff's Office","SHF 48 Child Support","M","$117,759","$112.62","7,121.44","D2"
"SHF","Sheriff's Office","SHF 48 Attachments","F","$107,198","$521.84",,"D1"
"SHF","Sheriff's Office","SHF 48 Attachments","F","$105,514",,"2,643.44","D1"
"SHF","Sheriff's Office","SHF 48 Attachments","M","$91,232","$3,524.55",,"G4"
"SHF","Sheriff's Office","SHF 48 Administration","F","$56,348.67","$162.61",,"N16"
"SHF","Sheriff's Office","SHF 48 Administration","M","$103,034","$266.79","2,045.92","N23"
"SHF","Sheriff's Office","SHF 48 Administration","M","$105,519.47",,,"N26"
"SHF","Sheriff's Office","SHF 48 Administration","M","$53,439","$211.97",,"G1"
"SHF","Sheriff's Office","SHF 48 Administration","M","$53,439",,,"G1"
"SHF","Sheriff's Office","SHF 48 Administration","M","$53,439",,,"G1"
"SHF","Sheriff's Office","SHF 48 Administration","M","$53,439",,,"G1"
"SHF","Sheriff's Office","SHF 48 Administration","M","$53,439",,,"G1"
"SHF","Sheriff's Office","SHF 48 Administration","M","$97,606","$10,433.36","3,390.56","G4"
"SHF","Sheriff's Office","SHF 48 Administration","F","$173,353",,,
"SHF","Sheriff's Office","SHF 48 Administration","M","$97,606",,,"G4"
"SHF","Sheriff's Office","SHF 48 Administration","M","$175,613.39",,,
"SHF","Sheriff's Office","SHF 48 Administration","F","$81,770",,"1,483.09","N18"
"SHF","Sheriff's Office","SHF 48 Administration","M","$187,484.86",,"7,937.92",
"SHF","Sheriff's Office","SHF 48 Administration","M","$132,423.19","$4,484.25",,"N30"
"SHF","Sheriff's Office","SHF 48 Administration","F","$74,527","$824.04",,"G4"
"SHF","Sheriff's Office","SHF 48 Administration","M","$77,075","$1,375.4",,"G4"
"SHF","Sheriff's Office","SHF 48 Administration","F","$72,062","$4,484.96",,"G4"
"SHF","Sheriff's Office","SHF 48 Administration","F","$81,770","$1,439.47","1,621.6","N18"
"SHF","Sheriff's Office","SHF 48 Administration","M","$117,759","$3,434.89","7,121.44","D2"
"SHF","Sheriff's Office","SHF 48 Administration","M","$156,058",,"8,367.44","D4"
"SHF","Sheriff's Office","SHF 48 Administration","M","$129,534.9","$1,902.23",,"D3"
"SHF","Sheriff's Office","SHF 48 Administration","M","$107,198","$6,613.37",,"D1"
"SHF","Sheriff's Office","SHF 48 Administration","M","$117,759","$4,960.06","4,095.68","D2"
"SHF","Sheriff's Office","SHF 48 Administration","F","$103,034",,"2,045.92","N23"
"SHF","Sheriff's Office","SHF 48 Administration","F","$91,848.09",,"705.6","N23"
"SHF","Sheriff's Office","SHF 48 Administration","M","$85,603.18","$116.87",,"N20"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$59,465.93",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$52,975.44","$142.81",,"16"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$93,895",,"5,441.33","21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$103,034",,,"N23"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$73,273.31","$357.39",,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$72,665.27",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$53,829",,,"18"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$113,285.68",,,"M3"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$91,599.08",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$103,034",,"2,045.92","N23"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$77,897.94",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$88,728.86","$705.52",,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$85,729.1","$418.15",,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$65,682",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$57,455",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$60,184",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$60,000","$302.9",,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$54,184",,,"18"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$61,427",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$65,878.93",,,"N21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$63,518.66","$200.68",,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$93,895",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$82,281.61",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$75,096.16","$366.29",,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","F","$67,411.76",,,"21"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$74,954.3",,,"21"
"REC","Department of Recreation","REC 72 Special Programs","M","$42,577",,,"14"
"REC","Department of Recreation","REC 72 Special Programs","F","$68,130","$1,044.86",,"14"
"REC","Department of Recreation","REC 72 Special Programs","F","$50,250",,,"14"
"REC","Department of Recreation","REC 72 Special Programs","F","$130,336.64",,,"M3"
"REC","Department of Recreation","REC 72 Special Programs","F","$73,119.7",,,"N25"
"REC","Department of Recreation","REC 72 Special Programs","F","$68,130",,,"14"
"REC","Department of Recreation","REC 72 Special Programs","F","$70,256.26","$1,863.41",,"20"
"REC","Department of Recreation","REC 72 Special Programs","F","$93,895",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$85,729.1",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$101,504.29",,,"N23"
"REC","Department of Recreation","REC 72 Senior Programs","F","$104,608.45",,,"M3"
"REC","Department of Recreation","REC 72 Senior Programs","F","$93,895",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$67,411.78",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$63,228.28",,,"18"
"REC","Department of Recreation","REC 72 Senior Programs","F","$93,895",,"2,794.4","21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$93,895",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","M","$58,862","$244.11",,"18"
"REC","Department of Recreation","REC 72 Senior Programs","F","$93,000","$88.37",,"N23"
"REC","Department of Recreation","REC 72 Senior Programs","M","$70,183.49","$936.37",,"21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$63,518.66",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","F","$82,222.67",,,"21"
"REC","Department of Recreation","REC 72 Senior Programs","M","$70,438.79","$382.92",,"18"
"REC","Department of Recreation","REC 72 Programs Division","F","$169,512.36",,,"M2"
"REC","Department of Recreation","REC 72 Office of the Director","F","$195,000",,,"EX1"
"REC","Department of Recreation","REC 72 Office of the Director","F","$111,407",,"917.64","N25"
"REC","Department of Recreation","REC 72 Office of the Director","F","$68,506.62",,,"18"
"REC","Department of Recreation","REC 72 Office of the Director","F","$81,770",,,"N18"
"REC","Department of Recreation","REC 72 Office of the Director","F","$160,021.83",,,"M2"
"REC","Department of Recreation","REC 72 Northern Region Area I","F","$68,317.07",,,"21"
"REC","Department of Recreation","REC 72 Information Technology","M","$85,615",,,"19"
"REC","Department of Recreation","REC 72 Information Technology","F","$127,703.46",,,"N28"
"REC","Department of Recreation","REC 72 Information Technology","M","$81,873.13",,,"20"
"REC","Department of Recreation","REC 72 Information Technology","M","$125,753.27",,,"M3"
"REC","Department of Recreation","REC 72 Information Technology","M","$106,736.5",,,"26"
"REC","Department of Recreation","REC 72 Facilities Division","M","$50,250",,,"18"
"REC","Department of Recreation","REC 72 Facilities Division","M","$50,250",,,"18"
"REC","Department of Recreation","REC 72 Facilities Division","M","$65,000",,,"21"
"REC","Department of Recreation","REC 72 Facilities Division","M","$53,829",,,"18"
"REC","Department of Recreation","REC 72 Facilities Division","M","$93,895",,,"21"
"REC","Department of Recreation","REC 72 Facilities Division","F","$101,350",,,"N23"
"REC","Department of Recreation","REC 72 Facilities Division","M","$115,398.08",,,"M3"
"REC","Department of Recreation","REC 72 Facilities Division","F","$93,895",,"2,716.32","21"
"REC","Department of Recreation","REC 72 Facilities Division","F","$93,895",,"5,672","21"
"REC","Department of Recreation","REC 72 Facilities Division","M","$85,100.46","$177.89",,"21"
"REC","Department of Recreation","REC 72 Facilities Division","F","$57,680.13",,,"18"
"REC","Department of Recreation","REC 72 Facilities Division","F","$59,939.48",,,"18"
"REC","Department of Recreation","REC 72 Facilities Division","F","$62,602.6",,,"18"
"REC","Department of Recreation","REC 72 Facilities Division","M","$82,298.71",,,"21"
"REC","Department of Recreation","REC 72 Facilities Division","F","$90,917.28","$672.07",,"21"
"REC","Department of Recreation","REC 72 Facilities Division","M","$61,441.87","$465.26",,"18"
"REC","Department of Recreation","REC 72 Facilities Division","F","$87,542.18",,,"N23"
"REC","Department of Recreation","REC 72 Facilities Division","F","$67,030.75",,,"21"
"REC","Department of Recreation","REC 72 Facilities Division","M","$97,427.47",,,"N23"
"REC","Department of Recreation","REC 72 Facilities Division","F","$67,030.77","$843.47",,"21"
"REC","Department of Recreation","REC 72 Facilities Division","M","$52,110",,,"8"
"REC","Department of Recreation","REC 72 Facilities Division","M","$66,236.53","$310.49",,"21"
